Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total
2017,2,Corrientes,55262,33192,258,1354000,31000,90097
2017,2,Entre Ríos,108309,67650,254,6448000,71000,182732
2017,2,Formosa,22493,6410,17,1023000,13000,29956
2017,2,Jujuy,33742,8858,22,0,35000,42657
2017,2,La Pampa,12754,48310,5194,6253000,511000,73022
2017,2,La Rioja,16244,0,15,2000,28000,16289
2017,2,Mendoza,153331,13030,2581,27000,1784000,170753
2017,2,Misiones,56752,42925,103,5000,9000,99794
2017,2,Neuquén,51794,50283,1133,11545000,2678000,117433
2017,2,Río Negro,67038,29147,961,3213000,1260000,101619
2017,2,Salta,80184,27280,115,158000,804000,108541
2017,2,San Juan,48670,451,772,1073000,915000,51881
2017,2,San Luis,11432,1120,354,26000,375000,13307
2017,2,Santa Cruz,15311,2722,1365,4735000,2255000,26388
2017,2,Santa Fe,329813,228102,3234,4958000,1173000,567280
2017,2,Santiago del Estero,28337,3900,19,911000,29000,33196
2017,2,Tierra del Fuego,22636,6905,665,1000,2350000,32557
2017,2,Tucumán,149013,5223,116,14000,45000,154411
2017,1,Buenos Aires,1559178,1465817,118839,21200000,24342000,3189376
2017,1,Capital Federal,428801,918328,38259,2730000,10928000,1399046
2017,1,Catamarca,26020,248,14,1000,34000,26317
2017,1,Chaco,54430,34277,252,52000,39000,89050
2017,1,Chubut,43994,999,916,13194000,4793000,63896
2017,1,Córdoba,335673,293479,4871,5782000,1394000,641199
2017,1,Corrientes,54993,31994,236,1354000,31000,88608
2017,1,Entre Ríos,108509,65095,230,6448000,71000,180353
2017,1,Formosa,22438,6215,16,1023000,13000,29705
2017,1,Jujuy,33869,9278,22,0,34000,43203
2017,1,La Pampa,12754,47195,5194,6253000,517000,71913
2017,1,La Rioja,16180,0,15,2000,28000,16225
2017,1,Mendoza,153326,13030,2581,27000,1769000,170733
2017,1,Misiones,57363,40142,101,5000,8000,97619
2017,1,Neuquén,51771,48109,1124,11665000,2670000,115339
2017,1,Río Negro,67075,28785,954,3213000,1261000,101288
2017,1,Salta,79837,26845,114,158000,679000,107633
2017,1,San Juan,48670,451,772,1073000,907000,51873
2017,1,San Luis,11432,1120,354,26000,375000,13307
2017,1,Santa Cruz,15502,2722,1272,4733000,2257000,26486
2017,1,Santa Fe,327458,226094,3210,4948000,1172000,562882
2017,1,Santiago del Estero,29616,3900,19,911000,29000,34475
2017,1,Tierra del Fuego,22636,6905,665,1000,2350000,32557
2017,1,Tucumán,147373,5223,116,14000,45000,152771
2016,4,Buenos Aires,1563542,1414676,118747,21394000,24342000,3142701
2016,4,Capital Federal,434835,914952,38161,2583000,10928000,1401459
2016,4,Catamarca,26735,250,14,1000,34000,27034
2016,4,Chaco,54974,33534,248,52000,39000,88847
2016,4,Chubut,43994,955,916,13107000,4793000,63765
2016,4,Córdoba,337368,289344,3368,5686000,789000,636555
2016,4,Corrientes,54981,31497,233,1354000,31000,88096
2016,4,Entre Ríos,109359,64141,226,6448000,71000,180245
2016,4,Formosa,22400,6061,16,1023000,13000,29513
2016,4,Jujuy,33838,8731,22,0,34000,42625
2016,4,La Pampa,12754,47245,5054,6253000,522000,71828
2016,4,La Rioja,16270,0,16,2000,28000,16316
2016,4,Mendoza,153320,13030,2579,27000,1769000,170725
2016,4,Misiones,57983,39294,100,5000,8000,97390
2016,4,Neuquén,51742,46389,1124,11910000,2670000,113835
2016,4,Río Negro,67057,28474,954,3274000,1261000,101020
2016,4,Salta,79389,26657,110,158000,621000,106935
2016,4,San Juan,48670,451,772,1121000,907000,51921
2016,4,San Luis,11432,1120,354,26000,375000,13307
2016,4,Santa Cruz,15607,2722,1055,4823000,2257000,26464
2016,4,Santa Fe,326721,225792,3201,4946000,1172000,561832
2016,4,Santiago del Estero,30192,3900,19,911000,29000,35051
2016,4,Tierra del Fuego,22636,6905,665,1000,2350000,32557
2016,4,Tucumán,146995,4482,116,14000,45000,151652
2016,3,Buenos Aires,1574216,1355770,113463,18867000,24276000,3086592
2016,3,Capital Federal,447726,905105,36796,2514000,10963000,1403104
2016,3,Catamarca,26689,248,14,1000,18000,26970
2016,3,Chaco,56251,32730,232,2000,15000,89230
2016,3,Chubut,43987,935,916,13364000,4750000,63952
2016,3,Córdoba,348481,285480,2540,5695000,395000,642591
2016,3,Corrientes,55934,30813,217,1354000,22000,88340
2016,3,Entre Ríos,112588,61850,206,6441000,64000,181149
2016,3,Formosa,21800,5905,9,0,2000,27716
2016,3,Jujuy,34250,8236,22,0,30000,42538
2016,3,La Pampa,12751,45952,4910,6236000,515000,70364
2016,3,La Rioja,16891,0,15,2000,22000,16930
2016,3,Mendoza,153233,13030,2576,28000,1757000,170624
2016,3,Misiones,59776,38130,79,5000,7000,97997
2016,3,Neuquén,51752,44739,1093,12402000,2617000,112603
2016,3,Río Negro,67043,28496,942,3293000,1252000,101026
2016,3,Salta,80866,26113,90,157000,565000,107791
2016,3,San Juan,48670,451,770,1174000,903000,51968
2016,3,San Luis,11432,1113,354,23000,371000,13293
2016,3,Santa Cruz,15570,2722,817,4978000,2170000,26257
2016,3,Santa Fe,334911,223011,3037,4862000,1190000,567011
2016,3,Santiago del Estero,31730,3900,19,3000,8000,35660
2016,3,Tierra del Fuego,22636,6276,665,1000,2347000,31925
2016,3,Tucumán,147259,3850,116,53000,41000,151319
2016,2,Buenos Aires,1579448,1305949,113070,21163000,25661000,3045291
2016,2,Capital Federal,450644,892209,36669,2390000,12672000,1394584
2016,2,Catamarca,26262,245,14,1000,34000,26556
2016,2,Chaco,56112,31825,221,52000,41000,88251
2016,2,Chubut,43977,867,916,13293000,4803000,63856
2016,2,Córdoba,348891,277615,1709,5610000,1089000,634914
2016,2,Corrientes,55511,29845,203,1354000,43000,86956
2016,2,Entre Ríos,112809,58768,169,6434000,193000,178373
2016,2,Formosa,22101,5658,6,1023000,14000,28802
2016,2,Jujuy,33758,7374,22,0,35000,41189
2016,2,La Pampa,12754,44654,4708,6225000,547000,68888
2016,2,La Rioja,16691,0,15,2000,28000,16736
2016,2,Mendoza,153321,13030,2576,29000,1868000,170824
2016,2,Misiones,59573,36145,77,5000,15000,95815
2016,2,Neuquén,51742,42370,1088,12466000,2849000,110515
2016,2,Río Negro,67031,28100,939,3300000,1334000,100704
2016,2,Salta,79438,24719,85,151000,539000,104932
2016,2,San Juan,48670,451,770,1214000,908000,52013
2016,2,San Luis,11432,1063,354,30000,377000,13256
2016,2,Santa Cruz,15453,2722,396,4996000,2586000,26153
2016,2,Santa Fe,336244,219088,2981,4744000,1417000,564474
2016,2,Santiago del Estero,32101,3900,19,911000,30000,36961
2016,2,Tierra del Fuego,22636,5707,665,1000,2350000,31359
2016,2,Tucumán,145486,2968,116,58000,49000,148677
2016,1,Buenos Aires,1583560,1200859,111231,21108000,25757000,2942515
2016,1,Capital Federal,454425,832126,36332,2284000,12729000,1337896
2016,1,Catamarca,26096,243,15,1000,34000,26389
2016,1,Chaco,56353,29994,211,52000,41000,86651
2016,1,Chubut,43967,834,916,13280000,4803000,63800
2016,1,Córdoba,350884,252346,674,5636000,386000,609926
2016,1,Corrientes,55454,28491,192,1354000,45000,85536
2016,1,Entre Ríos,113101,54948,146,6425000,193000,174813
2016,1,Formosa,21852,5420,5,1023000,14000,28314
2016,1,Jujuy,33481,6751,22,0,35000,40289
2016,1,La Pampa,12754,41881,4536,6209000,549000,65929
2016,1,La Rioja,16645,0,16,2000,28000,16691
2016,1,Mendoza,153299,13030,2576,34000,1871000,170810
2016,1,Misiones,59538,33330,70,5000,15000,92958
2016,1,Neuquén,51702,36122,1085,12502000,2850000,104261
2016,1,Río Negro,66894,27312,937,3341000,1338000,99822
2016,1,Salta,78973,22741,73,132000,507000,102426
2016,1,San Juan,48670,451,770,1195000,908000,51994
2016,1,San Luis,11432,1042,354,27000,377000,13232
2016,1,Santa Cruz,15654,2723,396,5088000,2426000,26287
2016,1,Santa Fe,338052,204816,3014,4686000,1428000,551996
2016,1,Santiago del Estero,32838,3900,19,911000,30000,37698
2016,1,Tierra del Fuego,22636,4834,665,1000,2350000,30486
2016,1,Tucumán,144233,2165,116,74000,49000,146637
2015,4,Buenos Aires,1586343,1223603,103269,20397000,25773000,2959385
2015,4,Capital Federal,455427,879950,19818,2273000,12758000,1370226
2015,4,Catamarca,26180,242,15,1000,34000,26472
2015,4,Chaco,56818,29456,186,52000,41000,86553
2015,4,Chubut,43968,811,916,13521000,4803000,64019
2015,4,Córdoba,353530,266062,480,5613000,385000,626070
2015,4,Corrientes,55681,28178,177,1354000,45000,85435
2015,4,Entre Ríos,113983,53411,122,6427000,194000,174137
2015,4,Formosa,21734,5314,4,1023000,14000,28089
2015,4,Jujuy,32934,6933,22,0,35000,39924
2015,4,La Pampa,12755,42705,4327,6205000,374000,66366
2015,4,La Rioja,16886,0,16,2000,28000,16932
2015,4,Mendoza,153293,13030,2572,38000,1874000,170807
2015,4,Misiones,60252,32533,48,5000,15000,92853
2015,4,Neuquén,51680,38902,1048,12934000,2852000,107416
2015,4,Río Negro,66851,27221,915,3407000,1328000,99722
2015,4,Salta,78744,22446,47,129000,554000,101920
2015,4,San Juan,48670,451,770,1230000,908000,52029
2015,4,San Luis,11432,1025,354,30000,377000,13218
2015,4,Santa Cruz,15614,2723,396,5261000,2409000,26403
2015,4,Santa Fe,339843,212911,2885,4596000,1437000,561672
2015,4,Santiago del Estero,33582,4365,19,1139000,30000,39135
2015,4,Tierra del Fuego,22636,4301,665,1000,2350000,29953
2015,4,Tucumán,144188,1653,116,88000,50000,146095
2015,3,Buenos Aires,1585467,1183894,113590,19989000,25825000,2928765
2015,3,Capital Federal,454815,871262,30974,2229000,12788000,1372068
2015,3,Catamarca,25801,242,15,1000,34000,26093
2015,3,Chaco,56282,28809,186,52000,41000,85370
2015,3,Chubut,43964,792,916,13408000,4803000,63883
2015,3,Córdoba,351692,264055,1450,5412000,389000,622998
2015,3,Corrientes,55792,27604,176,1340000,47000,84959
2015,3,Entre Ríos,113909,51945,122,6261000,197000,172434
2015,3,Formosa,21573,5264,2,899000,14000,27752
2015,3,Jujuy,32598,6895,22,0,35000,39550
2015,3,La Pampa,12755,41886,4078,6195000,557000,65471
2015,3,La Rioja,16725,0,16,2000,28000,16771
2015,3,Mendoza,153299,13030,2572,42000,1880000,170823
2015,3,Misiones,59921,31635,46,5000,15000,91622
2015,3,Neuquén,47102,36620,1045,13051000,2798000,100616
2015,3,Río Negro,66806,27130,917,3415000,1346000,99614
2015,3,Salta,78064,21688,47,129000,645000,100573
2015,3,San Juan,48670,451,770,1231000,908000,52030
2015,3,San Luis,11432,1025,354,31000,377000,13219
2015,3,Santa Cruz,15540,2718,396,5226000,2391000,26271
2015,3,Santa Fe,337042,209673,4169,4426000,1428000,556738
2015,3,Santiago del Estero,33886,4365,19,1097000,30000,39397
2015,3,Tierra del Fuego,22636,8085,665,1000,2350000,33737
2015,3,Tucumán,142925,1135,116,88000,50000,144314
2015,2,Buenos Aires,1581770,1141052,115660,19268000,26040000,2883790
2015,2,Capital Federal,453178,858342,19786,2172000,12806000,1346284
2015,2,Catamarca,25387,242,15,1000,34000,25679
2015,2,Chaco,55767,27809,179,52000,41000,83848
2015,2,Chubut,43949,762,916,13055000,4803000,63485
2015,2,Córdoba,348130,255596,435,5199000,386000,609746
2015,2,Corrientes,55238,26553,157,1321000,47000,83316
2015,2,Entre Ríos,113378,49767,119,6031000,197000,169492
2015,2,Formosa,21097,5164,2,737000,50000,27050
2015,2,Jujuy,32183,5482,22,0,35000,37722
2015,2,La Pampa,12756,40825,3719,6190000,562000,64052
2015,2,La Rioja,16463,0,16,2000,28000,16509
2015,2,Mendoza,153301,13030,2572,38000,1882000,170823
2015,2,Misiones,59179,29283,37,5000,15000,88519
2015,2,Neuquén,47078,34183,1044,12781000,2799000,97885
2015,2,Río Negro,66738,26268,916,3457000,1348000,98727
2015,2,Salta,77214,20297,47,129000,580000,98267
2015,2,San Juan,48670,451,770,1189000,908000,51988
2015,2,San Luis,11432,1025,354,33000,377000,13221
2015,2,Santa Cruz,15343,2707,396,4917000,2400000,25763
2015,2,Santa Fe,333117,204685,2877,4320000,1389000,546388
2015,2,Santiago del Estero,33873,4365,19,1091000,30000,39378
2015,2,Tierra del Fuego,22636,7927,665,1000,2350000,33579
2015,2,Tucumán,139944,479,116,88000,50000,140677
2015,1,Buenos Aires,1583135,1096836,134177,18754000,28940000,2861842
2015,1,Capital Federal,454934,841743,19334,1994000,14716000,1332721
2015,1,Catamarca,25033,241,16,1000,41000,25332
2015,1,Chaco,54952,26161,164,27000,56000,81360
2015,1,Chubut,45645,717,906,12540000,5465000,65273
2015,1,Córdoba,343883,247564,415,4645000,450000,596957
2015,1,Corrientes,54649,25372,129,1319000,62000,81531
2015,1,Entre Ríos,112363,47411,108,5943000,245000,166070
2015,1,Formosa,21022,4951,1,670000,56000,26700
2015,1,Jujuy,31505,5048,22,0,36000,36611
2015,1,La Pampa,13143,39571,3215,6164000,604000,62697
2015,1,La Rioja,16282,0,16,2000,33000,16333
2015,1,Mendoza,152433,13030,2542,29000,2126000,170160
2015,1,Misiones,58262,26836,30,5000,13000,85146
2015,1,Neuquén,47518,32152,1024,12088000,2960000,95742
2015,1,Río Negro,66274,25217,907,3473000,1462000,97333
2015,1,Salta,76280,19781,47,129000,574000,96811
2015,1,San Juan,48441,451,755,1165000,1007000,51819
2015,1,San Luis,11414,1025,351,30000,412000,13232
2015,1,Santa Cruz,16215,2700,392,4772000,2562000,26641
2015,1,Santa Fe,328809,199037,2845,4239000,1507000,536437
2015,1,Santiago del Estero,33813,4365,19,1020000,35000,39252
2015,1,Tierra del Fuego,22291,7924,657,1000,2583000,33456
2015,1,Tucumán,137857,115,116,88000,100000,138276
2014,4,Buenos Aires,1575978,1070135,120528,17728000,32038000,2816407
2014,4,Capital Federal,455785,840224,17155,1962000,15394000,1330520
2014,4,Catamarca,25192,241,16,0,44000,25493
2014,4,Chaco,55024,10918,31,0,62000,66035
2014,4,Chubut,48539,697,891,12256000,6159000,68542
2014,4,Córdoba,345157,240452,419,3918000,486000,590432
2014,4,Corrientes,54754,9526,40,1315000,75000,65710
2014,4,Entre Ríos,112291,23027,57,5178000,260000,140813
2014,4,Formosa,21245,4896,1,0,65000,26207
2014,4,Jujuy,31349,4583,22,37000,11000,36002
2014,4,La Pampa,16043,34281,514,5894000,648000,57380
2014,4,La Rioja,16352,0,17,0,33000,16402
2014,4,Mendoza,151797,13030,2534,31000,2222000,169614
2014,4,Misiones,58435,18613,16,150000,15000,77229
2014,4,Neuquén,47721,31778,1014,11853000,3030000,95396
2014,4,Río Negro,66307,23703,901,3819000,1530000,96260
2014,4,Salta,76026,17289,48,6000,578000,93947
2014,4,San Juan,48653,451,740,1202000,1073000,52119
2014,4,San Luis,11419,926,355,24000,423000,13147
2014,4,Santa Cruz,17553,448,388,4395000,2929000,25713
2014,4,Santa Fe,335267,183009,3205,6282000,1634000,529397
2014,4,Santiago del Estero,34110,4231,19,920000,37000,39317
2014,4,Tierra del Fuego,21948,3664,655,1000,2722000,28990
2014,4,Tucumán,137093,97,116,13000,105000,137424
2014,3,Buenos Aires,1562533,1110628,124474,20049000,31881000,2849565
2014,3,Capital Federal,450155,833402,17886,1995000,14387000,1317825
2014,3,Catamarca,24380,244,15,0,47000,24686
2014,3,Chaco,53321,10336,29,1000,59000,63746
2014,3,Chubut,49219,668,882,11853000,6515000,69137
2014,3,Córdoba,340212,240334,444,4064000,377000,585431
2014,3,Corrientes,52957,9184,31,1312000,65000,63549
2014,3,Entre Ríos,108907,22440,48,5203000,135000,136733
2014,3,Formosa,21021,4836,0,0,80000,25937
2014,3,Jujuy,30128,3541,22,37000,13000,33741
2014,3,La Pampa,16051,33940,538,11219000,677000,62425
2014,3,La Rioja,15864,0,14,1000,37000,15916
2014,3,Mendoza,150120,13030,2512,40000,2222000,167924
2014,3,Misiones,56933,18373,4,3000,14000,75327
2014,3,Neuquén,54458,30964,1000,12858000,3087000,102367
2014,3,Río Negro,65264,26590,888,3533000,1505000,97780
2014,3,Salta,73828,18394,43,109000,580000,92954
2014,3,San Juan,48272,451,731,1199000,1126000,51779
2014,3,San Luis,11303,925,355,25000,438000,13046
2014,3,Santa Cruz,17862,492,385,4273000,3098000,26110
2014,3,Santa Fe,325577,183630,4407,6540000,733000,520887
2014,3,Santiago del Estero,32820,3900,19,768000,41000,37548
2014,3,Tierra del Fuego,21840,3469,650,1000,2832000,28792
2014,3,Tucumán,131739,97,117,13000,100000,132066
2014,2,Buenos Aires,1568881,1025490,120008,17020000,33147000,2764546
2014,2,Capital Federal,447637,828411,17729,1883000,14555000,1310215
2014,2,Catamarca,24380,243,17,0,43000,24683
2014,2,Chaco,53321,9870,30,0,58000,63279
2014,2,Chubut,51070,649,866,10960000,6974000,70519
2014,2,Córdoba,337825,234729,351,3673000,374000,576952
2014,2,Corrientes,52883,8680,31,1309000,55000,62958
2014,2,Entre Ríos,108900,21706,49,4795000,133000,135583
2014,2,Formosa,20894,4628,0,0,78000,25600
2014,2,Jujuy,30128,4161,23,40000,9000,34361
2014,2,La Pampa,15957,32600,513,5869000,689000,55628
2014,2,La Rioja,15864,0,14,0,34000,15912
2014,2,Mendoza,148979,13030,2480,36000,2282000,166807
2014,2,Misiones,56933,17594,4,150000,8000,74689
2014,2,Neuquén,47767,29776,997,10765000,2983000,92288
2014,2,Río Negro,64920,24944,876,3657000,1560000,95957
2014,2,Salta,73841,17504,45,7000,577000,91974
2014,2,San Juan,48161,451,722,1139000,1173000,51646
2014,2,San Luis,11306,925,354,22000,448000,13055
2014,2,Santa Cruz,18956,448,381,4118000,3266000,27169
2014,2,Santa Fe,324101,178495,3085,6041000,636000,512358
2014,2,Santiago del Estero,32820,4231,19,907000,34000,38011
2014,2,Tierra del Fuego,21618,3008,648,1000,2934000,28209
2014,2,Tucumán,131740,97,121,13000,98000,132069
2014,1,Buenos Aires,1567685,1000879,120960,16528000,33824000,2739876
2014,1,Capital Federal,445569,820161,17767,1866000,14555000,1299918
2014,1,Catamarca,24126,46,17,0,43000,24232
2014,1,Chaco,52971,9497,30,0,58000,62556
2014,1,Chubut,51066,539,866,10776000,6974000,70221
2014,1,Córdoba,336841,225769,347,3585000,368000,566910
2014,1,Corrientes,52565,8279,31,1306000,55000,62236
2014,1,Entre Ríos,107883,21379,49,4887000,133000,134331
2014,1,Formosa,20774,4548,0,0,100000,25422
2014,1,Jujuy,29765,4030,23,0,9000,33827
2014,1,La Pampa,15826,31305,513,5848000,701000,54193
2014,1,La Rioja,15663,0,14,0,34000,15711
2014,1,Mendoza,148970,12076,2480,37000,2282000,165845
2014,1,Misiones,56597,17191,4,150000,8000,73950
2014,1,Neuquén,47790,28161,997,10381000,3051000,90380
2014,1,Río Negro,64886,24156,876,3576000,1572000,95066
2014,1,Salta,73131,17538,45,8000,568000,91290
2014,1,San Juan,48161,434,722,808000,1173000,51298
2014,1,San Luis,11306,428,354,21000,448000,12557
2014,1,Santa Cruz,18927,100,381,4092000,3264000,26764
2014,1,Santa Fe,322662,174296,3059,5951000,644000,506612
2014,1,Santiago del Estero,32567,3598,19,915000,34000,37133
2014,1,Tierra del Fuego,21618,2837,648,1000,2934000,28038
2014,1,Tucumán,129717,83,121,13000,98000,130032
